halite_config_setting_divisor,min_spawns_after_conversions,collect_smoothed_multiplier,collect_actual_multiplier,collect_less_halite_ships_multiplier_base,collect_base_nearest_distance_exponent,return_base_multiplier,return_base_less_halite_ships_multiplier_base,early_game_return_base_additional_multiplier,early_game_return_boost_step,end_game_return_base_additional_multiplier,establish_base_smoothed_multiplier,establish_first_base_smoothed_multiplier_correction,establish_base_deposit_multiplier,establish_base_less_halite_ships_multiplier_base,max_attackers_per_base,attack_base_multiplier,attack_base_less_halite_ships_multiplier_base,attack_base_halite_sum_multiplier,attack_base_run_enemy_multiplier,attack_base_catch_enemy_multiplier,collect_run_enemy_multiplier,return_base_run_enemy_multiplier,establish_base_run_enemy_multiplier,collect_catch_enemy_multiplier,return_base_catch_enemy_multiplier,establish_base_catch_enemy_multiplier,two_step_avoid_boxed_enemy_multiplier_base,n_step_avoid_boxed_enemy_multiplier_base,ignore_catch_prob,max_ships,max_spawns_per_step,nearby_ship_halite_spawn_constant,nearby_halite_spawn_constant,remaining_budget_spawn_constant,spawn_score_threshold,boxed_in_halite_convert_divisor,n_step_avoid_min_die_prob_cutoff,n_step_avoid_window_size,influence_map_base_weight,influence_map_min_ship_weight,influence_weights_multiplier,influence_weights_exponent,max_spawn_relative_step_divisor,Average win rate
1.0000000000880391,1.0,0.007927306838851523,9.76831450063666,0.7149377251713354,0.4377019009463231,11.257132422287677,0.8907443359382293,0.9402054128623364,68.0,7.286167047521758,0.07512642985265776,2.3564276181215007,0.8497765224357636,0.9033783869941128,0.0,218.99434828713515,0.8188006679524478,1.2395677781293577,0.3024458290377576,0.588943619943331,13.744623549106462,2.8438750828484984,0.6097513675734818,0.8994394846231075,1.1550762464467683,0.0210248934388122,0.8068805633881503,0.3893734427064057,0.3657452092146813,20.0,2.0,2.4885898445515457,5.131757916165919,0.21116036170874194,22.759084156720125,2.2184653138206003,0.1880356879468287,5.0,1.9717175782476184,0.6396284714109072,4.281146973615206,3.544705738868272,342.97182744826375,0.9866666666666668
1.000000000037907,2.0,0.08348989022914406,9.085241970251703,0.8320051459391085,0.024515525586627403,6.6879446937997535,0.954086428496407,0.4988961537601729,190.0,0.06605787899416128,0.028055377832022367,1.996825639248124,0.6800192152725467,0.928297048135058,-1.0,294.81873409803336,0.8573398352412638,0.3937306461574451,0.8597579964189416,1.7148454238943112,14.496134322960492,1.7097837018982267,1.4779092299738918,1.821951256596448,1.9148802340515605,1.2090501433724845,0.8727157005737434,0.2745933727211922,0.35195324759199703,21.0,1.0,1.851989454245757,15.68029360218822,0.27725957098283216,54.14921940774785,3.5661524835904235,0.13893532616368506,8.0,2.6638169584793063,0.03524336760452789,4.852146962358328,7.3724455656698895,397.30338149654966,0.9333333333333336
1.0000000000911762,1.0,0.07007050934494523,8.70839223229276,0.5491234628697198,0.4091192781880772,8.808840459924143,0.855250400640363,0.8790828493289256,112.0,0.03128012649960212,0.027720234440131004,2.2874446571311715,0.7992137770887922,0.9348162848780219,0.0,294.43461008552174,0.8143345637839816,0.9837647521317968,0.2825511044478929,1.5839267779266328,11.882462429764994,1.961325040147005,1.6966661948549058,0.7299973090032225,1.1846059520545824,1.281081602726796,0.9048697849633752,0.6734691397482683,0.4728273705343916,20.0,3.0,2.653334209156724,10.100295746285322,0.11101286634017196,6.870030848394937,3.638025579897493,0.06795250407677764,7.0,2.0613201978826874,0.7378454183517098,4.699269947094027,5.789365169116155,204.58739052015807,0.9466666666666664
1.0000000000735771,0.0,0.1971298157996013,11.156555473465762,0.5438058207500316,0.16726055031647427,9.799925016983336,0.8657166286902248,0.008196761353061357,53.0,3.5868264839073776,0.026795457827780672,1.7726995488701696,0.55711000447836,0.9795471964913648,0.0,482.5405411375026,0.8419579798792717,0.5710702441602025,1.0283036538622916,1.022712974445,9.455240482049692,1.2959635782677992,2.990241646238674,1.346213304874296,0.7876241600375824,1.562402915789989,0.8172262958640121,0.12266324725504765,0.4466592133437591,21.0,3.0,2.5922929719768337,14.375035090683827,0.1906474873525088,41.454194191481825,1.6885968451818978,0.1865791125090908,5.0,1.9227727065478173,0.37097875713020856,4.322342256881666,6.600906686516424,272.30919152030674,0.9933333333333332
1.0000000000929241,2.0,0.1004284995496668,9.561951727104553,0.8908582919405292,0.27271206530961584,8.368653883322557,0.9661091740337804,1.7962434656491817,75.0,4.989959974067864,0.012592748234587172,1.2100107218675105,0.7798918041905512,0.9111827145083516,-1.0,206.95843041755424,0.9486817298376684,1.3032205106106831,0.4783467601765488,1.3147402818391192,7.931915793199493,2.2208858648704126,3.3112196307811117,1.4619527600202968,1.8335764462979145,0.1890940111605036,0.8852075337994019,0.8893377034536672,0.32987506225740226,21.0,2.0,2.6039413939327183,7.128090643024082,0.22928736405779124,83.26460168734853,3.743764593207205,0.11556171836492385,7.0,2.9895288135885574,0.03688595663799799,3.54020545443147,8.330610073861656,243.10165560231744,0.96
1.0000000000650462,1.0,0.13756705956009044,7.443862445486503,0.7214603336886934,0.058217228398056674,9.846211620606194,0.9797135082161532,0.04501303945676139,103.0,6.624150696992,0.059088226392044335,1.3475822308575858,0.6243552008461217,0.9339999796938014,-1.0,266.4059844871611,0.9374342943037028,1.6999981816347065,1.0326334380429498,1.4136462764050617,8.080694921338665,1.5755341690098992,4.903811949843082,1.5797844770176477,0.4238325506013406,0.2967184258065381,0.8229581239147065,0.7824182093779315,0.3382647770891529,21.0,3.0,2.723601468222113,14.5225147145858,0.16871837496358766,71.51211556483486,4.518896213309488,0.03633204337022627,7.0,2.619226861888903,0.14452188553342807,4.128535538308388,4.437144733312598,193.30175906739052,0.84
1.0000000000854117,1.0,0.1198628917765832,9.988608583731292,0.8249899910229752,0.022611521597689813,6.255706004869107,0.9615868202823032,0.8267660723845616,73.0,0.2242357061109745,0.07533038000373514,1.0154444032415193,0.7509679561371668,0.9423105491987176,-1.0,75.92004854812686,0.8327641651473119,0.7598154358858431,0.4966083212568402,1.0488325009077613,9.55197182910473,2.3306830341132674,1.2984475349434264,0.9165685350715828,1.8750885866319609,1.9012781969975048,0.9340775137877048,0.198080440980374,0.4944398640712593,21.0,2.0,2.025022765469905,12.879946977006883,0.1425771875017324,36.80098861667209,2.746414687468226,0.0955203449764752,9.0,1.3577169051172613,0.4174413740023864,4.208902316411024,5.944639464789237,111.22913402372994,0.5933333333333334
1.0000000000472875,2.0,0.06508044644648223,11.94252989609996,0.8663402101565765,0.3687469673423235,7.129107343109228,0.9421062672010212,1.79768425856547,145.0,4.373587137047835,0.0070374940871518205,1.97177415609158,0.8057915755656353,0.9965665803683216,0.0,284.43056427653937,0.8975462818625038,1.0650551351383948,1.9251819076636487,0.8265639812176202,13.430696611917606,2.304325498246545,4.94901005893839,0.5824659168497225,0.9805576416912632,1.1909823638811572,0.9552322069032032,0.6546581540302252,0.3793414053983679,20.0,3.0,2.2433600483846057,9.552620955998414,0.10797479999885247,1.5714113728480863,4.46315587280751,0.039461059477032656,9.0,2.508193875729143,0.034500105878810236,4.814624962713758,6.542839516023867,344.56276497295374,0.7733333333333333
1.0000000000079576,0.0,0.1929527787069262,8.210085993357676,0.5787540547303037,0.23981371693294226,9.53083801783309,0.8974829731868568,1.4646080678430216,147.0,4.509590528525336,0.056346673384901375,1.6130117413004907,0.6539387012391689,0.9444097859820906,-1.0,155.9584727505335,0.8301128727240291,1.487671511133916,0.3353114520260744,0.4903497731341567,5.342953308433326,1.7594938396129174,3.7635890044466622,0.1185149799772334,1.585836428781454,1.0484332571882249,0.8531927550167351,0.8286141603687566,0.4912861734468075,21.0,2.0,0.972111217791384,15.229830547475258,0.2744280065809446,63.073739717716684,1.6301870112232977,0.14024791109934814,6.0,2.019324731147945,0.18956465148673046,2.4561288537486528,6.3557980271228125,218.59433275681718,1.0
1.0000000000475828,0.0,0.042660189233146815,11.91194503087875,0.7725612248673213,0.41881446251329996,7.628927505728222,0.8813728517206051,0.1818410798863568,57.0,3.3088328251409687,0.010104619468739131,2.256705555434316,0.6320395692408088,0.9088418339822428,-1.0,476.03808378952624,0.982017147443514,1.9124575354215767,0.5324186206000631,1.0781240424490537,5.714131066970356,1.1648089157452608,3.62762053559284,1.7893184137730915,1.1993751971440425,1.8904302385257843,0.9286741587745077,0.5523910666780888,0.3093425085720086,20.0,1.0,1.769232488509169,8.177470860568857,0.23477684752692465,9.855352673121336,3.344518238203212,0.14086607080567465,9.0,2.3044474633572043,0.7323624712484786,4.354688159376615,4.735847545084446,373.5389663190642,0.9933333333333332
